transaction_id,category,amount,quantity,customer_id
2495,clothing,195.16,7,3527
2496,electronics,382.5,18,8513
2497,books,311.37,14,5767
2498,toys,360.07,8,6522
2499,furniture,891.12,16,3441
2500,clothing,650.78,4,3950
2501,clothing,505.11,15,3178
2502,furniture,363.77,8,4769
2503,toys,582.06,17,9439
2504,toys,42.32,10,3094
2505,electronics,381.1,16,8500
2506,clothing,910.68,11,3671
2507,clothing,967.13,3,3786
2508,toys,940.53,6,5679
2509,electronics,47.01,6,6118
2510,toys,987.55,3,7754
2511,toys,640.85,15,6998
2512,books,715.07,15,9216
2513,electronics,786.33,10,2058
2514,electronics,608.9,7,5666
2515,books,255.2,1,2194
2516,electronics,544.48,7,8079
2517,furniture,160.3,5,4867
2518,clothing,139.08,10,6291
2519,clothing,152.11,11,8837
2520,electronics,750.72,6,7295
2521,clothing,796.86,10,9189
2522,electronics,122.91,5,4700
2523,furniture,456.28,8,4443
2524,clothing,404.2,14,7054
2525,electronics,259.26,19,5722
2526,furniture,404.3,17,6794
2527,furniture,953.04,1,8571
2528,books,78.88,9,1591
2529,books,759.0,11,8838
2530,clothing,532.9,17,8497
2531,clothing,666.3,18,5448
2532,electronics,862.63,1,4369
2533,books,187.19,7,1019
2534,electronics,855.02,19,2831
2535,toys,335.07,11,9355
2536,furniture,682.19,19,1199
2537,electronics,531.12,15,1489
2538,books,910.57,5,8665
2539,books,828.03,8,7455
2540,toys,714.35,15,6455
2541,furniture,749.15,12,8485
2542,toys,554.21,13,7627
2543,books,479.18,4,3083
2544,clothing,400.42,6,2313
2545,books,480.6,19,8733
2546,books,371.08,8,5311
2547,furniture,311.92,14,8265
2548,furniture,275.64,19,3819
2549,furniture,987.81,8,4442
2550,furniture,347.76,6,4570
2551,furniture,603.98,4,3005
2552,furniture,349.33,8,9975
2553,books,98.7,15,3090
2554,books,995.67,8,4526
2555,clothing,303.9,19,3839
2556,clothing,908.7,11,6826
2557,electronics,436.26,2,4356
2558,electronics,249.37,19,4534
2559,electronics,768.55,8,6598
2560,furniture,628.76,13,2249
2561,electronics,396.75,6,8786
2562,electronics,907.46,14,5023
2563,clothing,488.74,11,9286
2564,books,459.26,1,4500
2565,furniture,887.68,14,2208
2566,toys,812.8,11,3626
2567,furniture,275.38,16,4228
2568,books,347.48,4,2605
2569,furniture,178.28,18,8792
2570,electronics,475.34,15,4540
2571,electronics,740.54,17,6089
2572,clothing,374.11,16,9360
2573,furniture,294.44,12,8973
2574,electronics,588.24,10,1766
2575,clothing,567.77,1,9746
2576,furniture,306.94,3,7581
2577,furniture,858.03,12,9140
2578,books,52.54,13,3765
2579,books,352.49,10,6058
2580,furniture,456.71,9,3885
2581,toys,597.45,6,4031
2582,electronics,104.38,9,6157
2583,toys,630.08,8,7582
2584,electronics,88.42,9,5612
2585,clothing,682.33,10,6331
2586,toys,311.98,11,3346
2587,toys,986.77,14,7220
2588,electronics,371.58,13,3533
2589,electronics,29.03,19,6149
2590,toys,193.38,15,5765
2591,toys,976.78,17,6602
2592,electronics,795.88,8,7245
2593,books,150.38,14,3526
2594,books,858.65,16,7435
2595,clothing,118.87,18,1083
2596,furniture,86.46,7,1416
2597,toys,798.29,8,1077
2598,books,785.17,4,4419
2599,electronics,704.03,16,7478
2600,furniture,476.84,9,8558
2601,clothing,778.96,13,3581
2602,toys,806.33,13,2931
2603,electronics,636.5,1,3757
2604,furniture,107.01,3,4478
2605,books,199.4,3,6470
2606,toys,645.95,3,7694
2607,clothing,45.84,15,3113
2608,electronics,490.84,18,3560
2609,books,600.39,2,7913
2610,clothing,100.96,10,8377
2611,furniture,477.39,13,7916
2612,furniture,889.16,8,3330
2613,clothing,651.09,10,6179
2614,electronics,28.0,11,3358
2615,furniture,164.1,18,1666
2616,books,871.68,13,5678
2617,toys,169.11,18,6207
2618,clothing,273.48,10,3277
2619,electronics,987.5,12,3949
2620,furniture,354.62,7,1965
2621,electronics,187.28,10,8182
2622,clothing,245.27,4,1501
2623,furniture,926.14,14,5431
2624,books,841.64,9,6355
2625,electronics,261.85,5,3368
2626,furniture,550.26,2,5180
2627,clothing,945.15,11,7980
2628,books,690.03,19,3318
2629,toys,869.36,16,4821
2630,electronics,937.33,1,1642
2631,books,881.76,16,1036
2632,electronics,854.1,8,8731
2633,furniture,780.06,4,8347
2634,clothing,398.86,12,4890
2635,clothing,874.03,19,2364
2636,books,50.66,1,5432
2637,clothing,674.3,6,5314
2638,books,636.15,7,4962
2639,electronics,974.64,4,2628
2640,electronics,98.3,14,3550
2641,clothing,158.39,15,3073
2642,toys,263.18,6,8105
2643,furniture,522.64,8,1837
2644,books,192.32,14,3449
2645,toys,430.75,5,6957
2646,furniture,647.88,8,9442
2647,books,552.99,15,6589
2648,electronics,746.63,13,3456
2649,books,53.14,17,4951
2650,furniture,693.28,3,3152
2651,electronics,75.39,9,5496
2652,books,315.89,11,5968
2653,electronics,224.13,16,6706
2654,books,133.22,15,4074
2655,books,456.55,15,6918
2656,books,818.75,14,7594
2657,toys,226.69,14,7547
2658,electronics,665.92,9,2492
2659,furniture,589.23,1,8278
2660,electronics,249.79,6,7491
2661,electronics,506.07,14,6011
2662,clothing,193.81,14,3310
2663,clothing,254.1,3,5123
2664,toys,293.14,2,1097
2665,toys,846.9,19,7134
2666,electronics,361.45,8,9542
2667,furniture,299.13,2,3170
2668,toys,825.09,16,1503
2669,clothing,179.6,4,5933
2670,furniture,606.44,5,7134
2671,toys,126.1,12,2419
2672,books,745.32,14,9432
2673,toys,381.5,18,6547
2674,clothing,241.43,4,4790
2675,books,33.27,17,9956
2676,books,752.51,2,7455
2677,books,218.53,5,7048
2678,toys,689.24,7,6251
2679,clothing,72.83,9,2683
2680,books,834.86,11,9320
2681,toys,661.82,6,2139
2682,clothing,94.64,16,7391
2683,toys,377.19,13,9996
2684,electronics,325.24,18,4781
2685,books,494.54,12,9164
2686,furniture,852.24,16,7363
2687,furniture,513.08,2,3644
2688,electronics,524.58,2,2807
2689,books,819.79,2,4280
2690,furniture,859.22,14,1026
2691,toys,840.15,3,8281
2692,electronics,887.75,19,2607
2693,toys,849.68,11,1565
2694,furniture,113.82,8,8315
2695,clothing,44.77,12,2515
2696,books,868.19,17,2179
2697,clothing,552.12,7,4061
2698,furniture,415.61,12,5149
2699,books,141.06,3,7753
2700,books,308.64,9,9810
2701,electronics,237.01,19,7962
2702,electronics,783.74,1,6468
2703,books,885.78,6,6049
2704,toys,896.0,17,3694
2705,electronics,149.93,7,7713
2706,electronics,291.19,13,7047
2707,toys,789.01,5,6905
2708,electronics,740.21,15,5083
2709,furniture,723.9,15,5822
2710,toys,89.74,6,5247
2711,furniture,991.89,5,8390
2712,toys,460.99,10,7680
2713,furniture,705.99,15,6091
2714,electronics,288.11,8,7337
2715,books,124.06,10,1874
2716,books,164.54,7,6334
2717,electronics,329.12,10,4349
2718,furniture,542.86,14,8690
2719,clothing,384.15,16,6255
2720,electronics,214.55,15,6379
2721,clothing,605.3,17,3011
2722,toys,459.42,4,1522
2723,clothing,475.06,2,3205
2724,books,863.63,12,5406
2725,furniture,40.32,5,6616
2726,electronics,372.92,12,4838
2727,furniture,464.91,6,8191
2728,furniture,309.54,11,2339
2729,toys,676.95,12,9253
2730,toys,877.97,2,1539
2731,toys,858.56,7,4027
2732,electronics,640.05,14,4080
2733,electronics,919.02,1,4860
2734,toys,186.1,5,5997
2735,books,193.61,10,3051
2736,clothing,790.32,17,6406
2737,electronics,295.13,3,6542
2738,electronics,521.91,6,4695
2739,books,70.11,12,8571
2740,books,493.49,7,1958
2741,books,485.16,1,5020
2742,toys,259.9,8,2255
2743,electronics,897.37,13,2842
2744,books,351.4,13,7863
2745,furniture,174.17,1,5822
2746,clothing,354.49,4,3197
2747,furniture,67.15,6,3435
2748,electronics,543.0,15,3347
2749,toys,330.78,15,6082
2750,furniture,967.18,15,8446
2751,toys,649.47,7,9401
2752,toys,332.84,16,8975
2753,toys,151.69,18,6666
2754,books,210.24,15,2815
2755,toys,764.92,5,5082
2756,furniture,123.85,1,8451
2757,toys,220.71,10,3324
2758,books,395.95,16,7770
2759,furniture,970.02,19,7128
2760,electronics,406.21,15,7185
2761,clothing,883.66,4,1701
2762,furniture,958.53,17,3196
2763,toys,176.89,16,4844
2764,clothing,316.61,15,7675
2765,toys,881.92,15,3650
2766,electronics,152.5,19,3552
2767,furniture,666.9,14,1026
2768,toys,229.11,7,5180
2769,electronics,781.95,11,2762
2770,clothing,946.65,14,9399
2771,electronics,178.44,7,7751
2772,furniture,146.65,8,4568
2773,furniture,761.85,1,3838
2774,electronics,645.14,14,7685
2775,electronics,188.3,6,4946
2776,books,243.84,18,3402
2777,toys,222.58,10,9579
2778,clothing,483.24,2,9935
2779,furniture,131.87,14,5048
2780,books,770.71,14,9987
2781,books,669.19,3,4074
2782,electronics,357.11,2,5395
2783,toys,383.31,1,9409
2784,electronics,57.04,4,1417
2785,furniture,894.69,3,8578
2786,books,58.01,6,3224
2787,furniture,83.55,6,3029
2788,books,121.74,14,5997
2789,clothing,801.44,3,6941
2790,books,272.46,1,1881
2791,electronics,295.87,5,1654
2792,electronics,388.0,2,8227
2793,furniture,660.43,10,5541
2794,books,556.66,8,4064
2795,furniture,12.08,11,5787
2796,furniture,391.45,7,6394
2797,books,983.15,14,3515
2798,books,418.26,11,4369
2799,clothing,450.68,3,6715
2800,furniture,147.19,11,8642
2801,books,318.52,19,9111
2802,furniture,544.96,8,3363
2803,books,515.17,3,1329
2804,toys,699.19,3,5944
2805,clothing,446.77,4,1343
2806,electronics,356.54,1,8081
2807,electronics,101.14,7,5711
2808,books,499.57,3,7057
2809,toys,558.3,6,5028
2810,electronics,777.38,13,6711
2811,toys,949.71,13,8184
2812,toys,356.62,4,8045
2813,toys,736.97,4,4581
2814,books,854.23,8,8078
2815,books,391.05,19,3901
2816,books,257.78,1,1912
2817,furniture,724.54,3,6419
2818,furniture,208.3,17,7441
2819,toys,884.77,10,7821
2820,furniture,588.23,3,5746
2821,electronics,265.74,1,6806
2822,electronics,993.08,18,2755
2823,toys,818.59,18,7375
2824,clothing,500.29,11,6180
2825,books,782.43,18,8630
2826,electronics,991.18,15,1295
2827,clothing,547.8,10,8830
2828,electronics,93.72,6,6244
2829,books,638.33,6,4702
2830,clothing,685.73,19,3811
2831,clothing,627.65,18,3682
2832,clothing,534.19,14,4042
2833,toys,282.5,9,2789
2834,clothing,388.9,8,9761
2835,furniture,468.75,13,7091
2836,electronics,313.83,14,9287
2837,clothing,524.04,7,4930
2838,toys,579.64,14,2009
2839,electronics,346.85,10,8942
2840,books,863.12,17,9532
2841,books,454.94,7,4904
2842,clothing,712.83,18,4562
2843,toys,630.83,13,7531
2844,electronics,58.23,5,2369
2845,toys,602.69,19,2725
2846,clothing,731.57,11,9107
2847,furniture,575.79,6,9434
2848,clothing,719.78,1,4266
2849,toys,430.42,6,8698
2850,toys,290.74,18,4627
2851,books,225.19,17,9422
2852,toys,535.75,3,6524
2853,electronics,198.17,10,7852
2854,clothing,741.52,10,7539
2855,electronics,459.12,2,8891
2856,books,355.09,10,9757
2857,toys,185.44,11,9065
2858,electronics,129.93,7,5110
2859,books,917.51,14,1598
2860,toys,523.13,2,8088
2861,clothing,39.59,6,2635
2862,clothing,581.81,4,2646
2863,toys,873.36,14,6615
2864,clothing,924.68,5,8524
2865,toys,735.76,7,1952
2866,toys,626.68,1,9811
2867,furniture,101.24,4,7288
2868,furniture,586.18,12,8719
2869,books,364.63,14,8969
2870,electronics,942.28,19,7703
2871,furniture,981.35,6,4552
2872,clothing,147.29,4,4448
2873,furniture,465.08,16,1810
2874,furniture,852.23,5,2788
2875,toys,571.72,10,3421
2876,toys,940.49,13,9178
2877,electronics,322.8,11,7851
2878,books,60.43,4,1020
2879,furniture,982.45,9,6394
2880,books,110.61,5,6091
2881,toys,806.21,2,3806
2882,books,419.9,19,6992
2883,furniture,371.27,18,9391
2884,toys,500.76,6,5843
2885,toys,774.4,9,6953
2886,books,498.5,14,6629
2887,books,772.76,5,7924
2888,toys,111.72,12,1956
2889,books,292.87,2,8894
2890,furniture,368.58,18,1657
2891,books,291.67,16,2952
2892,furniture,328.1,19,4131
2893,clothing,162.06,13,3147
2894,furniture,701.45,10,9239
2895,books,773.46,11,2686
2896,electronics,916.21,1,3833
2897,furniture,870.59,11,8194
2898,clothing,151.4,7,7004
2899,electronics,876.27,15,5462
2900,furniture,132.52,7,7443
2901,electronics,672.49,16,2316
2902,electronics,223.25,8,8443
2903,clothing,180.04,17,8922
2904,clothing,109.8,9,1946
2905,toys,298.27,14,9124
2906,toys,317.66,11,2673
2907,books,926.42,2,3245
2908,clothing,221.83,7,8716
2909,furniture,16.57,9,1852
2910,electronics,276.54,8,3046
2911,furniture,131.3,13,6296
2912,books,805.76,9,5912
2913,clothing,167.1,9,1289
2914,furniture,528.9,9,4370
2915,toys,194.95,18,5437
2916,toys,967.12,1,9127
2917,clothing,482.31,1,5277
2918,toys,11.42,13,4003
2919,furniture,691.2,18,3757
2920,electronics,101.89,16,9109
2921,books,745.19,12,6420
2922,clothing,458.54,15,2483
2923,clothing,82.25,9,8317
2924,clothing,692.14,18,4919
2925,toys,451.46,11,9943
2926,clothing,147.91,12,8450
2927,furniture,768.62,8,4187
2928,books,89.18,14,1959
2929,clothing,343.0,3,6964
2930,electronics,671.75,14,7808
2931,electronics,254.12,7,1342
2932,furniture,295.1,2,7726
2933,furniture,671.82,11,6237
2934,electronics,193.92,6,5186
2935,electronics,482.42,2,9812
2936,clothing,407.52,12,1615
2937,toys,239.45,16,8621
2938,toys,161.71,16,6118
2939,furniture,174.88,9,9967
2940,clothing,646.66,16,1940
2941,toys,329.27,11,6125
2942,toys,164.02,8,5111
2943,toys,679.32,2,7922
2944,toys,592.12,5,6666
2945,books,585.23,4,4998
2946,clothing,397.34,15,4202
2947,toys,566.07,3,6121
2948,books,282.67,17,5449
2949,furniture,318.88,11,6067
2950,furniture,799.75,18,9353
2951,clothing,875.97,19,2726
2952,clothing,624.9,10,8034
2953,toys,134.55,3,8761
2954,furniture,288.18,14,9645
2955,electronics,267.32,11,8039
2956,toys,474.62,15,3167
2957,furniture,959.81,2,5652
2958,electronics,554.08,13,5328
2959,electronics,226.4,17,7225
2960,furniture,113.32,7,2550
2961,electronics,333.74,18,4460
2962,books,66.72,9,6858
2963,furniture,205.3,17,3078
2964,furniture,437.15,16,6218
2965,electronics,163.62,12,4647
2966,toys,640.69,18,1223
2967,clothing,268.77,5,4573
2968,clothing,105.0,4,6264
2969,books,869.29,15,2527
2970,electronics,763.08,1,6643
2971,furniture,525.17,8,1052
2972,electronics,387.75,13,1356
2973,furniture,370.01,19,2965
2974,electronics,378.33,3,8009
2975,clothing,766.66,2,5211
2976,electronics,862.66,15,2419
2977,toys,573.64,11,4157
2978,furniture,918.55,4,2270
2979,electronics,984.83,8,5043
2980,books,350.26,7,4859
2981,toys,42.53,7,6240
2982,clothing,777.86,11,9783
2983,books,684.14,3,1025
2984,furniture,683.07,1,8747
2985,toys,88.13,4,9540
2986,electronics,447.28,1,1125
2987,books,947.89,11,4629
2988,toys,371.09,3,8450
2989,electronics,341.0,11,6792
2990,books,602.5,1,8237
2991,clothing,869.63,19,3536
2992,furniture,551.39,6,1481
2993,clothing,288.26,15,2628
2994,books,527.33,3,7165
2995,electronics,718.8,15,8980
2996,furniture,827.7,17,4043
2997,books,913.09,14,1202
2998,electronics,607.64,10,1960
2999,clothing,394.19,16,8152
3000,furniture,301.35,4,9491
3001,clothing,257.43,11,9431
3002,furniture,612.72,19,5739
3003,books,749.96,12,1159
3004,furniture,27.01,4,2893
3005,electronics,922.45,19,8125
3006,furniture,290.67,17,7249
3007,furniture,238.41,1,7009
3008,electronics,436.98,2,4631
3009,furniture,28.39,17,2896
3010,furniture,54.59,14,2050
3011,toys,88.94,13,7958
3012,electronics,910.97,2,6901
3013,toys,923.47,17,8841
3014,toys,303.1,15,3454
3015,furniture,452.87,7,8120
3016,electronics,363.44,19,8263
3017,books,356.36,15,2462
3018,toys,81.17,7,4038
3019,toys,542.74,1,8118
3020,furniture,165.48,3,5612
3021,toys,339.14,15,6359
3022,clothing,348.65,6,2353
3023,books,706.67,9,7641
3024,electronics,871.72,7,6558
3025,toys,626.94,9,4163
3026,furniture,70.24,1,8102
3027,toys,382.65,12,7677
3028,clothing,980.97,13,7988
3029,clothing,398.56,9,4889
3030,books,128.99,12,6634
3031,electronics,963.34,1,8763
3032,toys,324.62,6,7912
3033,furniture,952.84,2,5224
3034,toys,358.56,8,7797
3035,furniture,521.67,2,6879
3036,clothing,476.21,12,1733
3037,electronics,487.06,2,5804
3038,books,273.94,15,7940
3039,electronics,647.8,5,2165
3040,clothing,374.14,19,7242
3041,clothing,72.04,19,1358
3042,toys,692.91,12,9507
3043,electronics,883.84,17,2162
3044,books,937.53,9,1915
3045,toys,728.03,17,5445
3046,toys,268.28,5,7503
3047,clothing,629.69,17,6241
3048,furniture,369.48,6,1310
3049,clothing,741.78,18,9693
3050,furniture,694.48,19,5603
3051,electronics,328.5,19,4726
3052,electronics,563.77,16,2190
3053,furniture,460.18,15,3937
3054,books,988.66,2,6727
3055,clothing,961.35,11,9571
3056,electronics,788.18,11,2110
3057,electronics,234.28,13,7342
3058,clothing,964.5,7,8088
3059,toys,749.28,11,5391
3060,books,389.61,10,6952
3061,books,827.33,16,9505
3062,clothing,210.62,2,7049
3063,clothing,939.79,16,6851
3064,toys,507.88,11,8042
3065,books,904.56,15,3471
3066,books,363.83,6,6979
3067,electronics,476.76,9,6856
3068,books,27.32,13,9866
3069,toys,378.68,8,5519
3070,books,548.17,8,4432
3071,electronics,483.56,3,5601
3072,clothing,128.62,12,6176
3073,toys,817.5,16,2685
3074,electronics,344.93,5,1421
3075,furniture,381.67,1,3326
3076,furniture,948.46,10,3324
3077,toys,882.95,17,5471
3078,toys,186.95,13,4438
3079,toys,895.15,9,7846
3080,clothing,348.41,13,6719
3081,furniture,900.72,10,1291
3082,electronics,765.71,3,4978
3083,electronics,571.31,16,8137
3084,furniture,76.23,9,7372
3085,electronics,105.06,17,2997
3086,books,265.51,11,2618
3087,furniture,512.34,18,2949
3088,books,548.39,18,3050
3089,clothing,532.2,10,3041
3090,clothing,818.9,18,6484
3091,furniture,472.23,5,5457
3092,clothing,522.63,17,9627
3093,toys,367.12,11,3702
3094,books,61.94,19,9262
3095,clothing,685.03,6,7349
3096,electronics,587.97,14,2167
3097,electronics,104.19,14,7963
3098,toys,715.68,18,9845
3099,clothing,505.02,11,9110
3100,toys,629.03,9,2344
3101,clothing,599.27,16,8054
3102,books,258.2,16,2963
3103,clothing,272.64,17,7128
3104,clothing,188.4,10,8044
3105,books,290.23,11,1672
3106,furniture,923.01,18,3647
3107,furniture,517.83,10,3277
3108,clothing,479.3,5,2030
3109,clothing,508.65,3,5730
3110,books,828.89,4,1053
3111,books,246.99,12,2216
3112,toys,115.25,17,1335
3113,clothing,483.12,9,4254
3114,books,742.91,9,9253
3115,books,602.66,19,6618
3116,furniture,472.95,6,5604
3117,electronics,841.11,13,2450
3118,books,672.5,1,7442
3119,electronics,223.15,13,4760
3120,toys,452.61,15,6867
3121,electronics,131.6,5,7627
3122,clothing,455.97,6,7965
3123,electronics,34.9,15,9229
3124,clothing,165.68,13,5444
3125,clothing,830.73,12,4151
3126,toys,145.93,8,2126
3127,books,853.13,9,9102
3128,furniture,705.99,17,8475
3129,toys,396.1,11,4428
3130,toys,588.1,8,6400
3131,books,563.76,15,6800
3132,toys,634.48,11,6028
3133,toys,900.02,6,8909
3134,books,890.26,3,3537
3135,books,706.08,16,6847
3136,furniture,316.54,4,7443
3137,books,826.16,11,9280
3138,books,68.2,2,6206
3139,furniture,746.72,11,1064
3140,toys,485.4,2,8142
3141,toys,549.05,13,9667
3142,toys,61.88,19,1005
3143,books,485.91,8,3005
3144,clothing,492.94,19,5981
3145,toys,309.88,19,7791
3146,clothing,727.95,5,4324
3147,electronics,334.74,1,2589
3148,books,988.82,11,8068
3149,books,18.83,8,3552
3150,toys,77.97,2,8158
3151,furniture,33.36,5,8765
3152,electronics,153.58,6,7120
3153,clothing,826.63,13,3345
3154,furniture,602.22,11,9762
3155,books,515.03,1,8810
3156,electronics,386.66,14,4313
3157,furniture,689.43,2,5129
3158,books,541.93,3,8496
3159,books,62.34,18,2385
3160,toys,856.5,2,7393
3161,clothing,755.98,12,2528
3162,toys,692.48,9,5918
3163,books,271.92,11,4582
3164,books,634.38,2,8594
3165,furniture,202.3,18,9009
3166,clothing,300.03,6,4346
3167,furniture,575.47,2,2702
3168,furniture,281.08,18,9420
3169,electronics,730.48,12,7534
3170,toys,960.39,6,1969
3171,toys,792.89,3,1758
3172,books,697.11,17,7969
3173,electronics,343.08,13,1871
3174,electronics,314.15,18,9026
3175,furniture,297.03,12,7968
3176,books,748.56,19,6980
3177,books,506.27,5,1062
3178,clothing,950.01,13,4009
3179,electronics,22.71,2,7469
3180,clothing,857.36,2,7830
3181,electronics,913.11,6,2222
3182,clothing,621.88,15,4605
3183,electronics,235.12,10,4031
3184,electronics,671.1,17,3097
3185,furniture,50.75,13,6416
3186,books,363.34,18,6714
3187,furniture,295.78,10,5529
3188,clothing,694.17,14,9400
3189,clothing,503.27,3,2966
3190,toys,77.43,17,5484
3191,furniture,919.05,13,3097
3192,electronics,512.93,17,1006
3193,electronics,219.38,3,3170
3194,books,957.85,11,7860
3195,books,991.21,17,5096
3196,clothing,17.4,7,8746
3197,clothing,633.42,15,6604
3198,books,244.56,4,4698
3199,furniture,897.18,2,1236
3200,furniture,388.16,14,3807
3201,furniture,48.53,6,4001
3202,clothing,408.8,18,3225
3203,furniture,815.7,19,4323
3204,books,114.16,1,4228
3205,books,807.89,4,7957
3206,clothing,135.18,10,3498
3207,clothing,622.06,4,1677
3208,electronics,645.79,5,7866
3209,toys,867.42,3,1083
3210,electronics,168.61,8,6487
3211,toys,83.95,11,6996
3212,clothing,575.4,10,2993
3213,electronics,752.74,15,9996
3214,electronics,32.64,16,8448
3215,books,68.82,10,3450
3216,books,445.17,8,5806
3217,electronics,62.96,5,8221
3218,books,934.36,18,9133
3219,clothing,937.02,12,5013
3220,toys,913.6,2,2344
3221,toys,678.93,15,3680
3222,toys,104.8,19,3851
3223,electronics,865.58,12,7138
3224,clothing,804.9,4,3837
3225,furniture,697.72,14,5194
3226,electronics,153.1,8,5179
3227,furniture,367.49,17,3781
3228,clothing,227.27,6,1630
3229,furniture,672.91,5,3931
3230,electronics,430.39,18,8227
3231,furniture,248.55,1,3824
3232,furniture,858.18,1,8468
3233,clothing,111.5,12,1672
3234,toys,223.54,4,2931
3235,furniture,134.32,14,8726
3236,furniture,676.36,4,9487
3237,electronics,685.87,1,1678
3238,books,33.09,8,5882
3239,furniture,469.23,2,2153
3240,clothing,590.02,13,9704
3241,clothing,587.13,4,5551
3242,toys,367.82,18,4674
3243,furniture,95.95,9,8041
3244,books,906.09,15,6298
3245,toys,932.9,9,7012
3246,electronics,926.85,4,4078
3247,clothing,250.54,7,2550
3248,electronics,352.88,1,7192
3249,books,148.21,10,8576
3250,toys,355.16,16,7566
3251,electronics,150.59,2,5632
3252,furniture,762.64,19,5041
3253,toys,579.24,18,4949
3254,books,944.01,14,3786
3255,toys,263.35,2,9548
3256,books,561.58,6,1872
3257,toys,362.2,12,9482
3258,toys,161.31,5,7836
3259,toys,194.77,8,7897
3260,books,205.69,8,5046
3261,books,83.07,2,7307
3262,books,225.93,18,2927
3263,electronics,662.62,11,3954
3264,furniture,864.69,4,7120
3265,clothing,566.34,8,3838
3266,toys,215.64,4,7814
3267,toys,833.92,17,4355
3268,clothing,862.23,4,7286
3269,clothing,531.16,6,1877
3270,books,722.66,2,4391
3271,furniture,414.62,12,9813
3272,books,485.73,16,6504
3273,clothing,648.07,16,1975
3274,furniture,118.78,6,1236
3275,toys,803.57,9,2952
3276,books,712.31,2,9182
3277,electronics,346.85,19,4893
3278,furniture,162.5,11,4818
3279,books,767.08,5,3713
3280,toys,795.59,2,2281
3281,books,956.48,3,7424
3282,toys,375.24,18,5254
3283,furniture,135.53,19,5292
3284,furniture,690.66,16,9690
3285,furniture,418.3,11,3551
3286,books,361.21,6,7650
3287,electronics,871.72,2,9686
3288,furniture,515.55,17,1709
3289,toys,47.09,12,9270
3290,toys,256.53,5,6426
3291,clothing,202.39,2,6858
3292,furniture,931.84,11,5938
3293,clothing,537.73,13,9667
3294,books,490.47,13,4559
3295,clothing,319.37,17,6842
3296,books,173.13,4,9792
3297,clothing,247.64,19,5276
3298,clothing,144.0,11,2038
3299,clothing,109.72,2,2786
3300,books,510.63,2,9478
3301,books,358.4,15,6107
3302,clothing,103.96,18,7640
3303,toys,704.32,12,6833
3304,toys,188.67,11,8027
3305,toys,275.73,8,9842
3306,books,47.19,9,6330
3307,electronics,298.97,13,1018
3308,books,534.01,2,7509
3309,toys,982.08,7,6931
3310,electronics,833.81,18,4373
3311,furniture,840.7,7,6261
3312,electronics,721.16,6,2983
3313,clothing,997.19,2,1833
3314,electronics,93.18,5,3965
3315,furniture,241.61,16,7540
3316,electronics,714.98,17,1911
3317,electronics,161.43,1,6670
3318,clothing,533.65,2,9920
3319,furniture,140.66,17,8427
3320,clothing,973.25,16,7598
3321,toys,930.73,2,3035
3322,clothing,343.12,15,9901
3323,toys,553.48,10,9702
3324,clothing,561.19,9,4266
3325,toys,144.76,9,4062
3326,toys,190.51,15,9280
3327,toys,992.04,7,3426
3328,books,943.45,12,1133
3329,electronics,100.05,10,3087
3330,furniture,980.59,12,8798
3331,clothing,402.18,11,1753
3332,furniture,664.74,6,1653
3333,electronics,868.78,3,6807
3334,furniture,482.17,12,8182
3335,clothing,534.93,8,5998
3336,electronics,472.72,16,4748
3337,electronics,179.62,2,8545
3338,electronics,790.73,7,5708
3339,books,476.7,10,2805
3340,electronics,721.21,1,2600
3341,electronics,731.94,8,1731
3342,books,572.21,15,1770
3343,electronics,928.44,7,2648
3344,toys,803.52,10,2651
3345,clothing,797.9,8,2579
3346,furniture,844.93,19,2576
3347,toys,562.15,3,2973
3348,clothing,589.72,17,4683
3349,furniture,187.14,13,1031
3350,furniture,227.35,10,2572
3351,toys,873.38,5,8788
3352,toys,550.29,6,1767
3353,electronics,150.09,13,1230
3354,toys,445.31,17,7401
3355,books,630.74,5,3468
3356,clothing,613.2,6,8703
3357,furniture,163.73,9,9948
3358,clothing,928.17,7,5368
3359,toys,784.43,15,2496
3360,electronics,480.3,18,5554
3361,furniture,901.31,10,5587
3362,books,219.57,14,6382
3363,books,788.09,8,7118
3364,books,82.93,18,1016
3365,books,43.89,17,6781
3366,books,332.16,13,9016
3367,books,764.95,13,8400
3368,books,190.11,8,1957
3369,books,211.99,7,5434
3370,electronics,252.54,18,5080
3371,furniture,955.41,5,8057
3372,clothing,693.33,15,4206
3373,furniture,110.41,12,8532
3374,toys,190.74,6,9335
3375,toys,376.38,6,7439
3376,furniture,918.44,6,8015
3377,books,509.04,6,8541
3378,books,78.33,16,6049
3379,clothing,176.1,19,4751
3380,toys,847.3,14,6530
3381,clothing,707.07,11,2114
3382,toys,759.78,6,9098
3383,electronics,888.67,16,7636
3384,books,64.25,19,7117
3385,clothing,755.9,6,9513
3386,books,500.57,4,1495
3387,electronics,951.49,13,6478
3388,toys,855.65,5,6697
3389,furniture,941.68,19,2892
3390,electronics,546.83,11,3744
3391,electronics,579.64,14,2483
3392,clothing,358.77,7,2996
3393,electronics,163.64,14,9018
3394,books,370.92,13,3209
3395,furniture,238.48,17,9669
3396,furniture,907.08,15,6135
3397,furniture,468.17,1,1264
3398,furniture,655.79,18,5730
3399,electronics,162.52,18,8051
3400,clothing,465.29,4,8304
3401,toys,952.24,4,2029
3402,electronics,255.83,9,1913
